buoy_day_ID,buoy,day,latitude,longitude,zon_winds,mer_winds,humidity,airtemp,s_s_temp,text
718,55,1,5.03,165.02,-6.2,-3.5,84,28.5,28.68,sea salt
719,55,2,5.02,165.03,-6.1,-3.9,84.4,28.44,28.65,sea salt
720,55,3,5.02,165.03,-6.2,-0.2,89.3,27.65,28.63,sea salt
721,55,4,5.02,165.02,-6.6,-1.8,88.5,28.12,28.77,sea salt
722,55,5,5.02,165.02,-5.6,-4.4,86.5,28.13,28.62,sea salt
723,55,6,5.02,165.02,-3.9,-5.3,81.2,28.34,28.66,sea salt
724,55,7,5.03,165.02,-4,-2.9,84.4,28.24,28.68,sea salt
725,55,8,5.03,165.03,-2,3.3,88.5,27.98,28.82,sea salt
726,55,9,5.03,165.02,-3.2,-1,84.8,27.97,28.96,sea salt
727,55,10,5.03,165.02,-7.2,-3.1,85.3,28.43,28.82,sea salt
728,55,11,5.03,165.02,-5.9,-3.8,82.8,28.44,28.79,sea salt
729,55,12,5.03,165.02,-6.8,-0.2,84.8,28.55,28.85,sea salt
730,55,13,5.02,165.03,-6.6,-0.6,88.5,28.18,28.88,sea salt
731,55,14,5.03,165.02,-6.4,-1.6,87.7,28.53,28.87,sea salt
732,56,1,0.01,165.01,-1.7,-1.9,,,,sea salt
733,56,2,0,165.02,-3.5,0.3,,,,sea salt
734,56,3,0,165.01,-3.8,-0.2,,,,sea salt
735,56,4,0,165.01,-4.3,-1.5,,,,sea salt
736,56,5,0,165.01,-2.9,-1.9,,,,sea salt
737,56,6,0,165.01,-1.1,-2.2,,,,sea salt
738,56,7,0,165.02,-0.8,-0.9,,,,sea salt
739,56,8,0,165.02,-2.9,1.5,,,,sea salt
740,56,9,0,165.01,-3,-2.9,,,,sea salt
741,56,10,0,165.02,-3.9,-5,,,,sea salt
742,56,11,0,165.01,-4.1,-2.1,,,,sea salt
743,56,12,0,165.01,-4.9,0,,,,sea salt
744,56,13,0,165.01,-4.9,-1.6,,,,sea salt
745,56,14,0,165.01,-4,-1.7,,,,sea salt
746,57,1,-1.92,164.41,-1.6,-3.4,81.3,28.44,,sea salt
747,57,2,-1.92,164.41,-2,-0.9,79.2,28.52,,sea salt
748,57,3,-1.92,164.42,-3.3,-0.3,78,28.67,,sea salt
749,57,4,-1.92,164.42,-3.6,-2.3,82.5,28.48,,sea salt
750,57,5,-1.93,164.41,-2.3,-2.9,79.6,28.55,,sea salt
751,57,6,-1.92,164.42,-0.2,-2.7,80.1,28.49,,sea salt
752,57,7,-1.92,164.42,-3.3,1.1,80.9,28.26,,sea salt
753,57,8,-1.92,164.42,-3,1.7,80.9,28.45,,sea salt
754,57,9,-1.93,164.42,-4.4,-2.3,83.3,28.18,,sea salt
755,58,1,-5,165.2,0.3,-4.4,88.1,26.82,29.35,sea salt
756,58,2,-5,165.21,-0.4,-1.2,85,27.5,29.53,sea salt
757,58,3,-4.99,165.21,-1.3,-0.7,75.9,28.72,29.7,sea salt
758,58,4,-5,165.21,-2.4,-0.2,79.8,28.67,29.84,sea salt
759,58,5,-4.99,165.21,-0.3,-2,80.7,28.28,29.68,sea salt
760,58,6,-5,165.21,3.4,1.7,84.1,27.49,29.56,sea salt
761,58,7,-4.99,165.21,-3.4,-0.2,85.5,26.61,29.46,sea salt
762,58,8,-4.99,165.2,-3.9,1.1,79.8,28.13,29.42,sea salt
763,58,9,-4.99,165.21,-6.3,-0.1,85.9,27.34,29.33,sea salt
764,58,10,-4.99,165.21,-2.4,-3.1,82.4,27.6,29.39,sea salt
765,58,11,-5,165.2,-3.7,0,84.1,27.21,29.34,sea salt
766,58,12,-5,165.2,-4.2,1.6,81.5,28.09,29.38,sea salt
767,58,13,-5,165.2,-5.1,1.1,83.3,28.16,29.46,sea salt
768,58,14,-5,165.2,-3.9,-1,85.9,27.89,29.42,sea salt
769,59,1,-8.03,164.82,,,93.3,27.64,28.69,sea salt
770,59,2,-8.03,164.81,,,91.8,28.48,28.94,sea salt
771,59,3,-8.03,164.82,,,91.2,28.61,29.07,sea salt
772,59,4,-8.03,164.82,,,93.6,28.47,28.9,sea salt
773,59,5,-8.03,164.82,,,88.8,28.47,29.22,sea salt
774,59,6,-8.03,164.82,,,90.6,27.97,29.11,sea salt
775,59,7,-8.03,164.82,,,89.5,27.51,28.78,sea salt
776,59,8,-8.04,164.82,,,85.9,27.65,28.65,sea salt
777,59,9,-8.03,164.82,,,89.5,28.37,28.66,sea salt
778,59,10,-8.04,164.82,,,93.6,26.89,28.52,sea salt
779,59,11,-8.04,164.82,,,92.3,27.62,28.44,sea salt
780,59,12,-8.03,164.81,,,93.2,28.33,28.43,sea salt
781,59,13,-8.04,164.82,,,95.5,28.44,28.51,sea salt
782,59,14,-8.04,164.81,,,93.4,28.67,28.61,sea salt
